34026,1196,857,0,45,0000000100000000,24704,0.0,0.0
35421,1202,851,0,45,0000000100000000,24960,0.0,0.0
36827,1200,853,0,45,0000000100000000,25216,0.0,0.0
38191,1189,853,0,44,0000000100000000,25472,0.0,0.0
39549,1209,835,0,44,0000000100000000,25984,0.0,0.0
40871,1186,825,0,44,0000000100000000,26240,0.0,0.0
42195,1186,843,0,44,0000000100000000,26752,0.0,0.0
43508,1177,832,0,44,0000000100000000,27008,0.0,0.0
44849,1180,838,0,44,0000000100000000,27264,0.0,0.0
46181,1202,840,0,44,0000000100000000,28288,0.0,0.0
47516,1183,831,0,44,0000000100000000,28544,0.0,0.0
48854,1190,829,0,44,0000000100000000,29056,0.0,0.0
50196,1187,825,0,44,0000000100000000,30080,0.0,0.0
51525,1192,822,0,44,0000000100000000,30080,0.0,0.0
52879,1190,826,0,44,0000010100000000,28799,-2.34375,0.0
54216,1194,825,1,43,0000010100000000,11893,-7.8125,0.0
55548,1172,821,1,43,0000010100000000,18804,-9.375,0.0
56889,1191,816,1,44,0000010100000000,30068,-10.15625,0.0
58236,1191,836,2,43,0000010100000000,11380,-8.59375,0.0
59556,1197,830,1,43,0000010100000000,31604,-10.9375,0.0
60891,1198,820,2,43,0000010100000000,12404,-8.59375,0.0
62219,1174,815,3,43,0000010100000000,32373,-9.375,0.0
63548,1205,815,3,43,0000010100000000,24180,-10.15625,0.0
64880,1194,812,4,42,0000010100000000,30068,-10.15625,0.0
66194,1192,805,4,42,0000010100000000,25201,-11.71875,0.0
67525,1193,803,4,42,0000010100000000,29044,-10.15625,0.0
68846,1188,810,2,43,0000010100000000,11124,-7.8125,0.0
70171,1178,803,0,42,0000010100000000,42112,0.0,0.0
71476,1223,766,0,42,0000010100000000,40063,-1.5625,0.0
72777,1159,774,0,42,0000010100000000,37244,-3.90625,2.34375
74103,1155,651,0,36,0000010100000000,39039,-1.5625,2.34375
75421,1140,687,0,42,0000010100000000,39548,-3.125,2.34375
76746,1149,756,0,40,0000010100000000,35954,-12.5,2.34375
