1408385908979,2259,2114,0,142,0000010000000000
1408385909480,1735,1634,0,155,0000010000000000
1408385909981,1872,2320,0,81,0000010000000000
1408385910482,1191,1984,0,234,0000010000000000
1408385910982,1320,1331,0,221,0000010000000000
1408385911483,2508,2450,0,145,0000010000000000
1408385911984,510,1888,0,221,0000010000000000
1408385912485,1306,1520,0,147,0000010000000000
1408385912986,1260,1969,0,107,0000010000000000
1408385913487,2151,2401,0,142,0000010000000000
1408385913987,561,1935,0,183,0000010000000000
1408385914488,604,1850,0,206,0000010000000000
1408385914989,524,1531,0,163,0000010000000000
1408385915489,2607,1737,0,119,0000010000000000
1408386394890,1219,630,0,35,0000000100000000
1408386395934,1219,622,0,33,0000000100000000
1408386396884,1227,614,0,33,0000000100000000
1408386397806,1216,615,0,33,0000000100000000
1408386398682,1211,614,0,33,0000000100000000
1408386399571,1221,611,0,33,0000000100000000
1408386400435,1217,600,0,33,0000000100000000
1408386401267,1219,600,0,33,0000000100000000
1408386402094,1213,610,0,33,0000000100000000
1408386402917,1205,605,0,33,0000000100000000
1408386403745,1208,608,0,33,0000000100000000
1408386404576,1216,592,0,33,0000000100000000
1408386405403,1199,586,0,33,0000000100000000
1408386406226,1206,586,0,33,0000000100000000
1408386407054,1212,591,0,33,0000000100000000
1408386407885,1182,591,0,40,0000000100000000
1408386408721,1605,776,0,40,0000010100000000
1408386409569,1448,619,0,37,0000010100000000
1408386410388,1525,852,0,42,0000010100000000
1408386411236,1720,636,0,35,0000010100000000
1408386412051,1577,857,0,42,0000010100000000
1408386412886,1654,640,0,35,0000010100000000
1408386413701,1220,595,0,31,0000010100000000
1408386414545,1195,581,0,31,0000010100000000
1408386415360,1189,562,0,31,0000010100000000
1408386416204,1198,564,0,31,0000010100000000
1408386417027,1185,570,0,35,0000010100000000
1408386417863,1299,715,0,37,0000010100000000
1408386418686,1588,688,0,37,0000010100000000
1408386419521,1615,690,0,37,0000010100000000
1408386420353,1612,687,0,37,0000010100000000
1408386421188,1584,689,0,37,0000010100000000
1408386422028,1531,620,0,33,0000010100000000
1408386422847,1207,554,0,31,0000010100000000
85128,944,441,0,25,0000000100000000
86266,960,434,0,25,0000000100000000
87356,972,431,0,23,0000000100000000
88388,957,432,0,23,0000000100000000
89383,960,423,0,23,0000000100000000
90375,976,422,0,23,0000000100000000
91329,939,423,0,23,0000000100000000
92266,960,418,0,23,0000000100000000
93216,950,414,0,23,0000000100000000
94148,952,416,0,23,0000000100000000
95076,935,414,0,23,0000000100000000
96019,957,410,0,23,0000000100000000
96948,953,411,0,23,0000000100000000
97892,946,412,0,23,0000000100000000
98828,944,417,0,23,0000010100000000
99750,956,415,0,23,0000010100000000
100679,933,413,0,23,0000010100000000
101614,929,410,0,23,0000010100000000
102551,953,416,0,21,0000010100000000
103489,950,407,0,23,0000010100000000
