1408645523250,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645524506,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645525744,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645526934,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645528148,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645529331,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645530489,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645531648,0,0,0,35,0000000100000000,23168,0.0,0.0
1408645532815,0,0,0,35,0000000100000000,0,0.0,0.0
1408645536053,1271,854,0,45,0000000100000000,23168,0.0,0.0
1408645537307,1236,828,0,44,0000000100000000,23168,0.0,0.0
1408645538513,1237,810,0,44,0000000100000000,23168,0.0,0.0
1408645539712,1237,796,0,43,0000000100000000,23168,0.0,0.0
1408645540902,1245,775,0,43,0000000100000000,23168,0.0,0.0
1408645542077,1238,775,0,42,0000000100000000,23168,0.0,0.0
1408645543235,1233,780,0,43,0000000100000000,23168,0.0,0.0
1408645544402,1686,900,0,45,0000000100000000,23168,0.0,0.0
1408645545600,1814,875,0,44,0000000100000000,23168,0.0,0.0
1408645546782,1820,870,0,44,0000000100000000,23168,0.0,0.0
1408645547949,1865,876,0,44,0000000100000000,23168,0.0,0.0
1408645549124,1897,877,0,45,0000000100000000,23168,0.0,0.0
1408645550322,1992,991,0,47,0000000100000000,23168,0.0,0.0
1408645551488,2118,967,0,47,0000000100000000,23168,0.0,0.0
1408645552655,2124,967,0,47,0000000100000000,23168,0.0,0.0
1408645553822,2245,1078,0,49,0000000100000000,23168,0.0,0.0
1408645555012,2308,1091,0,49,0000000100000000,23168,0.0,0.0
1408645556195,2342,1103,0,49,0000000100000000,23168,0.0,0.0
1408645557362,2382,1151,0,50,0000000100000000,23424,0.0,0.0
1408645558520,2462,1155,0,49,0000000100000000,23680,0.0,0.0
1408645559718,2416,1111,0,49,0000000100000000,23680,0.0,0.0
1408645560901,2411,1101,0,49,0000000100000000,23936,0.0,0.0
1408645562067,2368,1072,0,48,0000000100000000,24192,0.0,0.0
1408645563242,2352,1069,0,48,0000000100000000,24704,0.0,0.0
1408645564441,2337,1055,0,47,0000000100000000,24960,0.0,0.0
1408645565622,2177,953,0,46,0000000100000000,25216,0.0,0.0
1408645566790,2167,958,0,46,0000000100000000,25472,0.0,0.0
1408645567979,2092,869,0,45,0000000100000000,26240,0.0,0.0
1408645569162,2029,900,0,45,0000000100000000,26496,0.0,0.0
1408645570337,2018,869,0,44,0000000100000000,27008,0.0,0.0
1408645571496,2015,858,0,44,0000000100000000,27264,0.0,0.0
1408645572687,1997,852,0,44,0000000100000000,27520,0.0,0.0
1408645573868,1995,834,0,44,0000000100000000,28288,0.0,0.0
1408645575043,1993,839,0,44,0000000100000000,28544,0.0,0.0
1408645576202,1977,836,0,44,0000000100000000,28544,0.0,0.0
1408645577384,1955,839,0,44,0000000100000000,28800,0.0,0.0
1408645578574,1994,845,0,44,0000000100000000,29568,0.0,0.0
1408645579749,1971,832,0,43,0000010100000000,29563,-5.46875,0.0
1408645580908,1931,829,0,43,0000010100000000,25205,-8.59375,0.0
1408645582074,1934,832,0,43,0000010100000000,15222,-7.8125,0.0
1408645583280,1949,825,0,43,0000010100000000,25462,-7.8125,0.0
1408645584448,1923,813,0,43,0000010100000000,28789,-8.59375,0.0
1408645585630,1916,814,0,43,0000010100000000,34167,-7.03125,0.0
1408645586828,1909,810,0,43,0000010100000000,11636,-8.59375,0.0
1408645588018,1926,810,0,42,0000010100000000,26231,-7.03125,0.0
1408645589177,1920,816,0,42,0000010100000000,17525,-8.59375,0.0
1408645590343,1901,814,0,40,0000010100000000,40320,0.0,0.0
1408645591518,1290,679,0,37,0000010100000000,26494,-1.5625,0.0
1408645592701,1221,665,0,36,0000010100000000,10110,-1.5625,0.0
1408645593875,1223,654,0,36,0000010100000000,10623,-0.78125,0.0
1408645595033,1229,638,0,35,0000010100000000,20608,0.0,0.0
1408645596200,1185,620,0,34,0000010100000000,13440,0.78125,0.0
1408645597399,1216,612,0,33,0000010100000000,13185,0.78125,0.0
1408645598581,1222,598,0,33,0000010100000000,23425,0.78125,0.0
1408645599740,1195,593,0,32,0000010100000000,11649,0.78125,0.0
1408645600906,1200,583,0,32,0000010100000000,27009,0.78125,0.0
1408645602097,1203,591,0,32,0000010100000000,10881,0.78125,0.0
1408645603280,1195,582,0,32,0000010100000000,11137,0.78125,0.0
1408645604446,1198,564,0,31,0000010100000000,12673,0.78125,0.0
1408645605613,1313,662,0,37,0000010100000000,25972,-10.15625,0.0
1408645606811,1658,688,0,37,0000010100000000,36470,-8.59375,0.0
1408645607993,1641,692,0,37,0000010100000000,9590,-7.03125,0.0
1408645609160,1677,698,0,36,0000010100000000,9593,-5.46875,0.0
1408645610327,1644,672,0,35,0000010100000000,45184,0.0,0.0
1408645611534,1179,536,0,30,0000010100000000,7551,-0.78125,0.0
1408645612708,1166,542,0,30,0000010100000000,8575,-0.78125,0.0
1408645613866,1183,535,0,30,0000010100000000,8320,0.78125,0.0
1408645615032,1182,538,0,30,0000010100000000,8834,1.5625,0.0
